"paper_id","topic_id","topic_title","title","authors","year","venue","citation_count","decision_label","relevance_score","decision_method","source_api","external_id","url","pdf_url","pdf_downloaded","pdf_path","parsed","abstract_preview"
"1795","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","R: A Language and Environment for Statistical Computing","R Core Team","2000","","352953","exclude","0.0","rule","openalex","10.32614/r.manuals","https://doi.org/10.32614/r.manuals","https://cran.r-project.org/doc/manuals/r-release/R-intro.pdf","no","","no","Most R novices will start with Appendix A [A sample session], page 80.This should give some familiarity with the style o"
"1796","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","What do we need to build explainable AI systems for the medical domain?","Andreas Holzinger; Chris Biemann; Constantinos S. Pattichis; Douglas B. Kell","2017","arXiv (Cornell University)","635","exclude","0.2","llm","openalex","10.48550/arxiv.1712.09923","https://doi.org/10.48550/arxiv.1712.09923","https://arxiv.org/pdf/1712.09923","no","","no","Artificial intelligence (AI) generally and machine learning (ML) specifically demonstrate impressive practical success i"
"1797","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Deep hashing for compact binary codes learning","Venice Erin Liong; Jiwen Lu; Gang Wang; Pierre Moulin; Jie Zhou","2015","","589","exclude","0.2","llm","openalex","10.1109/cvpr.2015.7298862","https://doi.org/10.1109/cvpr.2015.7298862","","no","","no","In this paper, we propose a new deep hashing (DH) approach to learn compact binary codes for large scale visual search. "
"1798","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Deep Semantic Clustering by Partition Confidence Maximisation","Jiabo Huang; Shaogang Gong; Xiatian Zhu","2020","","186","exclude","0.2","llm","openalex","10.1109/cvpr42600.2020.00887","https://doi.org/10.1109/cvpr42600.2020.00887","https://qmro.qmul.ac.uk/xmlui/bitstream/123456789/68546/2/Gong%20Deep%20Semantic%20Clustering%202020%20Accepted.pdf","no","","no","By simultaneously learning visual features and data grouping, deep clustering has shown impressive ability to deal with "
"1799","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Reversible Image Steganography Scheme Based on a U-Net Structure","Xintao Duan; Kai Jia; Baoxia Li; Daidou Guo; En Zhang; Chuan Qin","2019","IEEE Access","200","exclude","0.2","llm","openalex","10.1109/access.2019.2891247","https://doi.org/10.1109/access.2019.2891247","https://ieeexplore.ieee.org/ielx7/6287639/8600701/08604041.pdf","no","","no","Traditional steganography methods often hide secret data by establishing a mapping relationship between secret data and "
"1800","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Convergence Conditions for Ascent Methods","Philip Wolfe","1969","SIAM Review","1061","exclude","0.0","rule","openalex","10.1137/1011036","https://doi.org/10.1137/1011036","","no","","no","Previous article Next article Convergence Conditions for Ascent MethodsPhilip WolfePhilip Wolfehttps://doi.org/10.1137/1"
"1801","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","City Forensics: Using Visual Elements to Predict Non-Visual City Attributes","Sean M. Arietta; Alexei A. Efros; Ravi Ramamoorthi; Maneesh Agrawala","2014","IEEE Transactions on Visualization and Computer Graphics","146","exclude","0.0","rule","openalex","10.1109/tvcg.2014.2346446","https://doi.org/10.1109/tvcg.2014.2346446","","no","","no","We present a method for automatically identifying and validating predictive relationships between the visual appearance "
"1802","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Diagnostic classification of intrinsic functional connectivity highlights somatosensory, default mode, and visual regions in autism","Colleen P. Chen; Christopher L. Keown; Afrooz Jahedi; Aarti Nair; Mark E. Pflieger; Barbara Bailey; Ralph‐Axel Müller","2015","NeuroImage Clinical","186","exclude","0.1","llm","openalex","10.1016/j.nicl.2015.04.002","https://doi.org/10.1016/j.nicl.2015.04.002","https://doi.org/10.1016/j.nicl.2015.04.002","no","","no","Despite consensus on the neurological nature of autism spectrum disorders (ASD), brain biomarkers remain unknown and dia"
"1803","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Graphical models for visual object recognition and tracking","William T. Freeman; Alan S. Willsky; Erik B. Sudderth","2006","","159","exclude","0.0","rule","openalex","W2467379829","https://openalex.org/W2467379829","","no","","no","We develop statistical methods which allow effective visual detection, categorization, and tracking of objects in comple"
"1804","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Landmarks-based kernelized subspace alignment for unsupervised domain adaptation","Rahaf Aljundi; Rémi Emonet; Damien Muselet; Marc Sebban","2015","","141","exclude","0.2","llm","openalex","10.1109/cvpr.2015.7298600","https://doi.org/10.1109/cvpr.2015.7298600","","no","","no","Domain adaptation (DA) has gained a lot of success in the recent years in computer vision to deal with situations where "
"1805","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms","Rodrigo N. Calheiros; Rajiv Ranjan; Anton Beloglazov; César A. F. De Rose; Rajkumar Buyya","2010","Software Practice and Experience","4897","exclude","0.0","rule","openalex","10.1002/spe.995","https://doi.org/10.1002/spe.995","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/spe.995","no","","no","Abstract Cloud computing is a recent advancement wherein IT infrastructure and applications are provided as ‘services’ t"
"1806","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Large Language Models Empowered Autonomous Edge AI for Connected Intelligence","Yifei Shen; Jiawei Shao; Xinjie Zhang; Zehong Lin; Hao Pan; Dongsheng Li; Jun Zhang; Khaled B. Letaief","2024","IEEE Communications Magazine","120","exclude","0.2","llm","openalex","10.1109/mcom.001.2300550","https://doi.org/10.1109/mcom.001.2300550","","no","","no","The evolution of wireless networks gravitates towards connected intelligence, a concept that envisions seamless intercon"
"1807","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Federated Multidomain Learning With Graph Ensemble Autoencoder GMM for Emotion Recognition","Chunjiong Zhang; Mingyong Li; Di Wu","2022","IEEE Transactions on Intelligent Transportation Systems","64","exclude","0.2","llm","openalex","10.1109/tits.2022.3203800","https://doi.org/10.1109/tits.2022.3203800","","no","","no","Facial expression cognition technology continues to face challenges from certain perspectives despite the fact that ther"
"1808","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","FedDAT: An Approach for Foundation Model Finetuning in Multi-Modal Heterogeneous Federated Learning","Haokun Chen; Yao Zhang; Denis Krompaß; Jindong Gu; Volker Tresp","2024","Proceedings of the AAAI Conference on Artificial Intelligence","57","direct","0.8","llm","openalex","10.1609/aaai.v38i10.29007","https://doi.org/10.1609/aaai.v38i10.29007","https://ojs.aaai.org/index.php/AAAI/article/download/29007/29911","no","","yes","Recently, foundation models have exhibited remarkable advancements in multi-modal learning. These models, equipped with "
"1809","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","When the Curious Abandon Honesty: Federated Learning Is Not Private","Franziska Boenisch; Adam Dziedzic; Roei Schuster; Ali Shahin Shamsabadi; Ilia Shumailov; Nicolas Papernot","2023","","111","exclude","0.2","llm","openalex","10.1109/eurosp57164.2023.00020","https://doi.org/10.1109/eurosp57164.2023.00020","","no","","no","In federated learning (FL), data does not leave personal devices when they are jointly training a machine learning model"
"1810","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","The Green Blockchains of Circular Economy","George Hatzivasilis; Sotiris Ioannidis; Konstantinos Fysarakis; George Spanoudakis; Nikos Papadakis","2021","Electronics","33","exclude","0.2","llm","openalex","10.3390/electronics10162008","https://doi.org/10.3390/electronics10162008","https://www.mdpi.com/2079-9292/10/16/2008/pdf?version=1629703660","no","","no","Eco-friendly systems are necessitated nowadays, as the global consumption is increasing. A data-driven aspect is promine"
"1811","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Internet of Things: A Survey on Enabling Technologies, Protocols, and Applications","Ala Al‐Fuqaha; Mohsen Guizani; Mehdi Mohammadi; Mohammed Aledhari; Moussa Ayyash","2015","IEEE Communications Surveys & Tutorials","8171","exclude","0.1","llm","openalex","10.1109/comst.2015.2444095","https://doi.org/10.1109/comst.2015.2444095","https://ieeexplore.ieee.org/ielx7/9739/7331734/07123563.pdf","no","","no","This paper provides an overview of the Internet of Things (IoT) with emphasis on enabling technologies, protocols, and a"
"1812","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","A break in the clouds","Luis M. Vaquero; Luis Rodero‐Merino; Juan Cáceres; Maik Lindner","2008","ACM SIGCOMM Computer Communication Review","2584","exclude","0.0","rule","openalex","10.1145/1496091.1496100","https://doi.org/10.1145/1496091.1496100","http://dl.acm.org/ft_gateway.cfm?id=1496100&type=pdf","no","","no","This paper discusses the concept of Cloud Computing to achieve a complete definition of what a Cloud is, using the main "
"1813","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Learning to Collaborate in Decentralized Learning of Personalized Models","Shuangtong Li; Tianyi Zhou; Xinmei Tian; Dacheng Tao","2022","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","41","direct","0.7","llm","openalex","10.1109/cvpr52688.2022.00954","https://doi.org/10.1109/cvpr52688.2022.00954","","no","","yes","Learning personalized models for user-customized computer-vision tasks is challenging due to the limited private-data an"
"1814","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","In-Kernel Aggregation and Broadcast Acceleration for Distributed Communication","Alexei Baevski; Henry Zhou; Abdelrahman Mohamed; Michael Auli","2020","arXiv (Cornell University)","2439","exclude","0.1","llm","openalex","10.4230/oasics.nines.2026.13","https://doi.org/10.4230/oasics.nines.2026.13","https://arxiv.org/pdf/2006.11477","no","","no","Broadcasting and aggregation dominate the communication overhead in distributed systems, from machine learning training "
"1815","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Global, regional, and national incidence, prevalence, and years lived with disability for 310 diseases and injuries, 1990–2015: a systematic analysis for the Global Burden of Disease Study 2015","Theo Vos; Christine A. Allen; Megha Arora; Ryan M Barber; Zulfiqar A Bhutta; Alexandria Brown; Austin Carter; Daniel Casey","2016","The Lancet","7341","exclude","0.0","rule","openalex","10.1016/s0140-6736(16)31678-6","https://doi.org/10.1016/s0140-6736(16)31678-6","http://www.thelancet.com/article/S0140673616316786/pdf","no","","no","Bill & Melinda Gates Foundation."
"1816","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Federated Few-Shot Learning with Adversarial Learning","Chenyou Fan; Jianwei Huang","2021","","25","adjacent","0.5","llm","openalex","10.23919/wiopt52861.2021.9589192","https://doi.org/10.23919/wiopt52861.2021.9589192","","no","","yes","We are interested in developing a unified machine learning framework for effectively training machine learning models fr"
"1817","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","FedClust: Tackling Data Heterogeneity in Federated Learning through Weight-Driven Client Clustering","Md Sirajul Islam; Simin Javaherian; Fei Xu; Xu Yuan; Li Chen; Nianfeng Tzeng","2024","International Conference on Parallel Processing","16","direct","0.8","llm","semantic_scholar","06a59a89b449f10730997d773c791685a244b338","https://www.semanticscholar.org/paper/06a59a89b449f10730997d773c791685a244b338","https://dl.acm.org/doi/pdf/10.1145/3673038.3673151","no","","yes","Federated learning (FL) is an emerging distributed machine learning paradigm that enables collaborative training of mach"
"1818","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","StatAvg: Mitigating Data Heterogeneity in Federated Learning for Intrusion Detection Systems","Pavlos S. Bouzinis; Panagiotis I. Radoglou-Grammatikis; Ioannis Makris; Thomas D. Lagkas; Vasileios Argyriou; G. Papadopoulos; Panagiotis G. Sarigiannidis; G. Karagiannidis","2024","IEEE Transactions on Network and Service Management","12","exclude","0.2","llm","semantic_scholar","ed7ff1b6cedc6449e11a3014cbb23ba86fc080ba","https://www.semanticscholar.org/paper/ed7ff1b6cedc6449e11a3014cbb23ba86fc080ba","https://arxiv.org/pdf/2405.13062","no","","no","Federated learning (FL) enables devices to collaboratively build a shared machine learning (ML) or deep learning (DL) mo"
"1819","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Data heterogeneity in federated learning with Electronic Health Records: Case studies of risk prediction for acute kidney injury and sepsis diseases in critical care","Suraj Rajendran; Zhenxing Xu; Weishen Pan; A. Ghosh; Fei Wang","2022","medRxiv","31","exclude","0.2","llm","semantic_scholar","883eae7647c91bb17831e5b2c55c2250f929912d","https://www.semanticscholar.org/paper/883eae7647c91bb17831e5b2c55c2250f929912d","https://doi.org/10.1101/2022.08.30.22279382","no","","no","With the wider availability of healthcare data such as Electronic Health Records (EHR), more and more data-driven based "
"1820","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","One-Pass Distribution Sketch for Measuring Data Heterogeneity in Federated Learning","Zichang Liu; Zhaozhuo Xu; Benjamin Coleman; Anshumali Shrivastava","2023","Neural Information Processing Systems","13","direct","0.7","llm","semantic_scholar","98d754c2d90b309168e34abc73c56c13f207f27d","https://www.semanticscholar.org/paper/98d754c2d90b309168e34abc73c56c13f207f27d","","no","","yes","Federated learning (FL) is a machine learning paradigm where multiple client devices train models collaboratively withou"
"1821","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Navigating Data Heterogeneity in Federated Learning A Semi-Supervised Approach for Object Detection","Taehyeon Kim; Eric Lin; Junu Lee; Christian Lau; Vaikkunth Mugunthan","2023","Neural Information Processing Systems","17","exclude","0.0","rule","semantic_scholar","490b98e44d2e69f1aaabe4dba2c39d170c348b75","https://www.semanticscholar.org/paper/490b98e44d2e69f1aaabe4dba2c39d170c348b75","","no","","no",""
"1822","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Revealing the Effects of Data Heterogeneity in Federated Learning Regression Models for Short-Term Solar Power Forecasting","Robin Nachtigall; Marc Haller; Andreas Wagner; Viktor Walter","2024","IEEE Access","7","exclude","0.2","llm","semantic_scholar","30fdb515168ce626bf0d8ae11d5f95001c09c410","https://www.semanticscholar.org/paper/30fdb515168ce626bf0d8ae11d5f95001c09c410","https://doi.org/10.1109/access.2024.3479737","no","","no","Accurate short-term power forecasting is crucial for the successful commercialization of solar energy, helping to preven"
"1823","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","An Experimental Study of Data Heterogeneity in Federated Learning Methods for Medical Imaging","Liangqiong Qu; N. Balachandar; D. Rubin","2021","arXiv.org","28","adjacent","0.5","llm","semantic_scholar","4b11bc559c05f0529a260e2666971a5ca5c62fd6","https://www.semanticscholar.org/paper/4b11bc559c05f0529a260e2666971a5ca5c62fd6","https://arxiv.org/pdf/2107.08371","yes","storage\pdfs\topic_4\paper_1823.pdf","yes","Federated learning enables multiple institutions to collaboratively train machine learning models on their local data in"
"1824","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","The Data Heterogeneity Issue Regarding COVID-19 Lung Imaging in Federated Learning: An Experimental Study","Fatimah Alhafiz; Abdullah Basuhail","2025","Big Data and Cognitive Computing","6","direct","0.7","llm","crossref","10.3390/bdcc9010011","https://doi.org/10.3390/bdcc9010011","","no","","yes","<jats:p>Federated learning (FL) has emerged as a transformative framework for collaborative learning, offering robust mo"
"1825","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Research on Federated Learning Algorithms Driven by Data Heterogeneity","Xiaoyi Zhao; Xinchen Zhang; Shasha Wang","2025","Frontiers in Computing and Intelligent Systems","0","direct","0.8","llm","crossref","10.54097/0htgq955","https://doi.org/10.54097/0htgq955","","no","","yes","<jats:p>Federated Learning as a distributed machine learning paradigm enables collaborative modeling among multiple part"
"1826","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Fed-Hetero: A Self-Evaluating Federated Learning Framework for Data Heterogeneity","Aiswariya Milan Kummaya; Amudha Joseph; Kumar Rajamani; George Ghinea","2025","Applied System Innovation","5","direct","0.8","llm","crossref","10.3390/asi8020028","https://doi.org/10.3390/asi8020028","","no","","yes","<jats:p>Federated learning (FL) enables deep learning models to be trained locally on devices without the need for data "
"1827","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Adaptive Client-Specific Augmentation (ACSA) for Mitigating Data Heterogeneity in Federated Learning","Aiswariya Milan Kummaya; Amudha Joseph; George Ghinea","2026","Journal of Computational and Cognitive Engineering","0","direct","0.8","llm","crossref","10.47852/bonviewjcce62028199","https://doi.org/10.47852/bonviewjcce62028199","","no","","yes","<jats:p>Federated learning (FL) enables the training of deep learning models across multiple distributed clients while m"
"1828","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Label-Efficient Self-Supervised Federated Learning for Tackling Data Heterogeneity in Medical Imaging","Rui Yan; Liangqiong Qu; Qingyue Wei; Shih-Cheng Huang; Liyue Shen; Daniel L. Rubin; Lei Xing; Yuyin Zhou","2023","IEEE Transactions on Medical Imaging","156","exclude","0.2","llm","openalex","10.1109/tmi.2022.3233574","https://doi.org/10.1109/tmi.2022.3233574","https://arxiv.org/pdf/2205.08576","no","","no","The collection and curation of large-scale medical datasets from multiple institutions is essential for training accurat"
"1829","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Energy-efficient Clustering to Address Data Heterogeneity in Federated Learning","Yibo Luo; Xuefeng Liu; Jianwei Xiu","2021","","14","direct","0.7","llm","openalex","10.1109/icc42927.2021.9500901","https://doi.org/10.1109/icc42927.2021.9500901","","no","","yes","Federated Learning (FL) is a promising distributed learning paradigm and has gained recent attention from both academia "
"1830","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","No Fear of Heterogeneity: Classifier Calibration for Federated Learning\n with Non-IID Data","Mi Luo; Fei Chen; Dapeng Hu; Yifan Zhang; Jian Liang; Jiashi Feng","2021","arXiv (Cornell University)","130","direct","0.8","llm","openalex","10.48550/arxiv.2106.05001","https://doi.org/10.48550/arxiv.2106.05001","https://arxiv.org/pdf/2106.05001","yes","storage\pdfs\topic_4\paper_1830.pdf","yes","A central challenge in training classification models in the real-world\nfederated system is learning with non-IID data."
"1831","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","FlocOff: Data Heterogeneity Resilient Federated Learning With Communication-Efficient Edge Offloading","Mulei Ma; Chenyu Gong; Liekang Zeng; Yang Yang; Liantao Wu","2024","IEEE Journal on Selected Areas in Communications","11","direct","0.7","llm","openalex","10.1109/jsac.2024.3431526","https://doi.org/10.1109/jsac.2024.3431526","","no","","yes","Federated Learning (FL) has emerged as a fundamental learning paradigm to harness massive data scattered at geo-distribu"
"1832","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Domain Adaptation in Computer Vision Applications","","2017","Advances in Computer Vision and Pattern Recognition","191","exclude","0.0","rule","semantic_scholar","6f78e8df48c048647c256817c5504d46b5ea1005","https://www.semanticscholar.org/paper/6f78e8df48c048647c256817c5504d46b5ea1005","https://link.springer.com/content/pdf/bfm:978-3-319-58347-1/1?pdf=chapter%20toc","no","","no",""
"1833","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Deep-Learning Systems for Domain Adaptation in Computer Vision: Learning Transferable Feature Representations","Hemanth Venkateswara; Shayok Chakraborty; S. Panchanathan","2017","IEEE Signal Processing Magazine","112","exclude","0.0","rule","semantic_scholar","2e535b8cd02c2f767670ba47a43ad449fa1faad7","https://www.semanticscholar.org/paper/2e535b8cd02c2f767670ba47a43ad449fa1faad7","","no","","no",""
"1834","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","SYNTHETIC-TO-REAL DOMAIN ADAPTATION IN COMPUTER VISION SYSTEMS: TOWARDS HIGH-PRECISION INDUSTRIAL APPLICATIONS","","2025","International Journal of Mechatronics and Applied Mechanics","0","exclude","0.0","rule","semantic_scholar","1131f02235e7f71db6d005a1f3c039cabd8caeea","https://www.semanticscholar.org/paper/1131f02235e7f71db6d005a1f3c039cabd8caeea","","no","","no",""
"1835","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","A survey on unsupervised domain adaptation in computer vision tasks","Qiyu Sun; Chaoqiang Zhao; Yang Tang; Feng Qian","2021","Scientia Sinica Technologica","10","exclude","0.2","llm","semantic_scholar","a3de7e229cdb988c0f55b00613feb69ea265c412","https://www.semanticscholar.org/paper/a3de7e229cdb988c0f55b00613feb69ea265c412","","no","","no","As one of the typical applications of industrial Internet, Internet of Vehicles (IoV) develops rapidly in recent years. "
"1836","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Domain Adaptation in Computer Vision with Deep Learning","Hemanth Venkateswara; S. Panchanathan; Contents; Sanatan Sukhija; N. C. Krishnan; Xiong Zhou; Xiang Xu; Ragav Venkatesan; Gurumurthy Swaminathan; Orchid Majumder; Raghavendran Ramakrishnan; Bhadrinath Nagabandi; José Eusébio; Shayok Chakraborty; Qingchao Chen; Yang Liu; Zhaowen Wang; Ian J. Wassell; Kevin Chetty; Lanqing Hu; Meina Kan; Shiguang Shan; Xilin Chen; Zak Murez; Soheil Kolouri; David Kriegman; Ravi Ramamoorthi; Kyung Kim; Amir Atapour-Abarghouei; T. Breckon; Kuniaki Saito; Shohei Yamamoto; Y. Ushiku; Tatsuya Harada; Kaichao You; Mingsheng Long; Zhangjie Cao; Jianmin Wang; Michael I. Jordan; Zi-Zhao Chen; Liang Lin; Arghya Pal; Vineeth N. Balasubramanian; Kuang-Huei Lee; Lei Zhang","2020","","11","exclude","0.0","rule","semantic_scholar","ffb471b0b9e18d7102ffadeb7196ee98f78c285a","https://www.semanticscholar.org/paper/ffb471b0b9e18d7102ffadeb7196ee98f78c285a","","no","","no",""
"1837","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","An In-Depth Analysis of Domain Adaptation in Computer and Robotic Vision","M. Tanveer; Z. Fatima; Shehnila Zardari; David A. Guerra-Zubiaga","2023","Applied Sciences","19","exclude","0.2","llm","semantic_scholar","448defc0f4ff2965f8bf114faf8802e700edebb3","https://www.semanticscholar.org/paper/448defc0f4ff2965f8bf114faf8802e700edebb3","https://www.mdpi.com/2076-3417/13/23/12823/pdf?version=1701323054","no","","no","This review article comprehensively delves into the rapidly evolving field of domain adaptation in computer and robotic "
"1838","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Weight Swapping A new method for Supervised Domain Adaptation in Computer Vision using Discrete Optimization","Leonid Datta; J. V. Gemert; Robert-Jan Bruintjes; J. V. Gemert","2020","","0","exclude","0.0","rule","semantic_scholar","247e07bde71ca07240820e813561f9dd529b2bb7","https://www.semanticscholar.org/paper/247e07bde71ca07240820e813561f9dd529b2bb7","","no","","no",""
"1839","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Domain adaptation and computer vision approaches for robust detection of jellyfish in aquaculture","Lukas Folkman; Kylie A. Pitt; Jessica K. Strickland; Adam Smark; Colin Johnston; Maria E. Albinsson; Christine Huynh; Bela Stantic","2026","Aquaculture International","0","exclude","0.0","rule","semantic_scholar","ba3d752296d1c37b45b72cf34bd5adcad1d581aa","https://www.semanticscholar.org/paper/ba3d752296d1c37b45b72cf34bd5adcad1d581aa","","no","","no",""
"1840","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Domain adaptation methodology using synthetic images for computer vision-based automated construction progress monitoring","Seong-mo Choi; Heesung Cha","2026","Construction Innovation","0","exclude","0.2","llm","semantic_scholar","726711fbed9d23d71bfacc083db6a8e1699c3a63","https://www.semanticscholar.org/paper/726711fbed9d23d71bfacc083db6a8e1699c3a63","","no","","no","    This study aims to improve the generalization of computer vision models used for automated construction progress mon"
"1841","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Toward domain adaptation with open-set target data: Review of theory and computer vision applications","Reyhane Ghaffari; M. Helfroush; A. Khosravi; K. Kazemi; H. Danyali; L. Rutkowski","2023","Information Fusion","16","exclude","0.0","rule","semantic_scholar","14f7c494218efe7aaac5250997e6aa44503a1cb2","https://www.semanticscholar.org/paper/14f7c494218efe7aaac5250997e6aa44503a1cb2","","no","","no",""
"1842","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Self-Supervised Domain Adaptation for Computer Vision Tasks","Jiaolong Xu; Liang Xiao; Antonio M. López","2019","IEEE Access","154","exclude","0.2","llm","semantic_scholar","cafcee20d282a346e923965cfad8d689f4c6c92a","https://www.semanticscholar.org/paper/cafcee20d282a346e923965cfad8d689f4c6c92a","https://ieeexplore.ieee.org/ielx7/6287639/8600701/08883232.pdf","no","","no","Recent progress of self-supervised visual representation learning has achieved remarkable success on many challenging co"
"1843","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Cross-Domain Foundation Model Adaptation: Pioneering Computer Vision Models for Geophysical Data Analysis","Zhixiang Guo; Xinming Wu; Luming Liang; Hanlin Sheng; Nuo Chen; Zhengfa Bi","2024","Journal of Geophysical Research","19","exclude","0.2","llm","semantic_scholar","22fcc2c4738b80518ed4a3423d318e1299891471","https://www.semanticscholar.org/paper/22fcc2c4738b80518ed4a3423d318e1299891471","https://arxiv.org/pdf/2408.12396","no","","no","We explore adapting foundation models (FMs) from the computer vision domain to geoscience. FMs, which are large neural n"
"1844","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Advances in domain adaptation for computer vision","Pourya Shamsolmoali; Salvador García; Huiyu Zhou; M. E. Celebi","2021","Image and Vision Computing","3","exclude","0.0","rule","semantic_scholar","36b4abe726c8882fcd9aecc46afb482988040c83","https://www.semanticscholar.org/paper/36b4abe726c8882fcd9aecc46afb482988040c83","","no","","no",""
"1845","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Vision transformers in domain adaptation and domain generalization: a study of robustness","Shadi Alijani; Jamil Fayyad; Homayoun Najjaran","2024","Neural computing & applications (Print)","38","exclude","0.2","llm","semantic_scholar","5ad9c4d148100e383c18a4f8d8eef525fbe24f64","https://www.semanticscholar.org/paper/5ad9c4d148100e383c18a4f8d8eef525fbe24f64","https://arxiv.org/pdf/2404.04452","no","","no","Deep learning models are often evaluated in scenarios where the data distribution is different from those used in the tr"
