"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Decentralized AI Data Management System In Federated Learning","J. Moon; S. Kum; Y. Kim; V. Stankovski; U. Paščinski; P. Kochovski","Information and Media Research Center, Korea Electronics Technology Institute, Seoul, Korea; Information and Media Research Center, Korea Electronics Technology Institute, Seoul, Korea; Information and Media Research Center, Korea Electronics Technology Institute, Seoul, Korea; Faculty of Computer and Information Science, University of Ljubljana, Ljubljana, Slovenia; Faculty of Computer and Information Science, University of Ljubljana, Ljubljana, Slovenia; Faculty of Computer and Information Science, University of Ljubljana, Ljubljana, Slovenia",2020 International Conference on Intelligent Systems and Computer Vision (ISCV),"23 Sep 2020","2020","","","1","4","Federated Learning is a distributed machine learning approach which enables model training without sharing private locally produced data. It has been actively researched for several years as a means to utilize big data while protecting personal information. However, the server must decide which clients to participate in and what results to be used for aggregation each round. Besides, since the server needs to maintain the connection with the client directly, device overload and the processing delay may cause due to changes in the system environment such as network condition. In this paper, we propose a data management system that efficiently addresses the problem of general Federated Learning by improvements of the data management process on the connection between the Federated Learning server and the client. Additionally, it is shown that the proposed system can perform tasks independently and scales for increasing number of devices participating in the Federated Learning tasks.","","978-1-7281-8041-0","10.1109/ISCV49265.2020.9204271","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9204271","Federated Learning;AI Data management;AI;Machine learning model","Servers;Task analysis;Artificial intelligence;Data models;Performance evaluation;Training;Computational modeling","","3","","12","IEEE","23 Sep 2020","9-11 June 2020","9-11 June 2020","IEEE","IEEE Conferences"
"Review of Concept Drift Detection Method for Industrial Process Modeling","Z. Sun; J. Tang; J. Qiao; C. Cui","Faculty of Information Technology, Beijing University of Technology, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China",2020 39th Chinese Control Conference (CCC),"9 Sep 2020","2020","","","5754","5759","With the advent of big data era in industry, data-driven modeling methods have been applied widely. The concept drift problem in industrial process modeling has also attracted widespread attention. However, the current research on concept drift focuses on classification tasks and computer fields, with less work on regression modeling of industrial processes. Aiming at the above problems, this paper summarizes the concept drift detection methods for industrial process modeling, and guide for solving this problem. First, the general definition of concept drift and its existence in industrial processes are introduced. Then, the existing drift detection technologies based on process variables, based on prediction error of difficulty-to-measure parameter and based on combine multiple factors are addressed. Thirdly, these methods are discussed, and some research difficulties are given out. Finally, the conclusion and the future research directions for the existing concept detection difficulties are presented.","1934-1768","978-9-8815-6390-3","10.23919/CCC50068.2020.9189106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9189106","Industrial process;Concept drift detection;Process variable;Prediction error;Sample distribution","Process modeling;Electronic learning;Adaptation models;Data models;Principal component analysis;Process control;Predictive models","","7","","46","","9 Sep 2020","27-29 July 2020","27-29 July 2020","IEEE","IEEE Conferences"
"Deep Learning for Multigrade Brain Tumor Classification in Smart Healthcare Systems: A Prospective Survey","K. Muhammad; S. Khan; J. D. Ser; V. H. C. d. Albuquerque","Department of Software, Sejong University, Seoul, South Korea; Visual Artificial Intelligence Laboratory, Oxford Brookes University, Oxford, U.K.; TECNALIA, Basque Research & Technology Alliance (BRTA), Derio, Spain; Graduate Program in Applied Informatics, Universidade de Fortaleza, Fortaleza, Brazil",IEEE Transactions on Neural Networks and Learning Systems,"4 Feb 2021","2021","32","2","507","522","Brain tumor is one of the most dangerous cancers in people of all ages, and its grade recognition is a challenging problem for radiologists in health monitoring and automated diagnosis. Recently, numerous methods based on deep learning have been presented in the literature for brain tumor classification (BTC) in order to assist radiologists for a better diagnostic analysis. In this overview, we present an in-depth review of the surveys published so far and recent deep learning-based methods for BTC. Our survey covers the main steps of deep learning-based BTC methods, including preprocessing, features extraction, and classification, along with their achievements and limitations. We also investigate the state-of-the-art convolutional neural network models for BTC by performing extensive experiments using transfer learning with and without data augmentation. Furthermore, this overview describes available benchmark data sets used for the evaluation of BTC. Finally, this survey does not only look into the past literature on the topic but also steps on it to delve into the future of this area and enumerates some research directions that should be followed in the future, especially for personalized and smart healthcare.","2162-2388","","10.1109/TNNLS.2020.2995800","Brazilian National Council for Research and Development (CNPq)(grant numbers:304315/2017-6,430274/2018-1); Basque Government through the EMAITEK and ELKARTEK Funding Programs; Consolidated Research Group MATHMODE through the Department of Education of the Basque Government(grant numbers:IT1294-19); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9129779","Artificial intelligence;biomedical data analysis;brain tumor classification (BTC);deep learning;health monitoring;smart healthcare;transfer learning","Tumors;Image segmentation;Deep learning;Feature extraction;Medical diagnostic imaging;Biological system modeling","Artificial Intelligence;Benchmarking;Brain Neoplasms;Deep Learning;Delivery of Health Care;Humans;Image Processing, Computer-Assisted;Magnetic Resonance Imaging;Neural Networks, Computer;Prospective Studies;Radiologists;Surveys and Questionnaires;Tomography, X-Ray Computed;Transfer, Psychology","334","","34","IEEE","30 Jun 2020","Feb. 2021","","IEEE","IEEE Journals"
"A Survey on Deep Learning with Noisy Labels: How to train your model when you cannot trust on the annotations?","F. R. Cordeiro; G. Carneiro","Department of Computing, Federal Rural University, Pernambuco, Brazil; School of Computer Science, Australian Institute for Machine Learning, University, Adelaide, Australia","2020 33rd SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","25 Nov 2020","2020","","","9","16","Noisy Labels are commonly present in data sets automatically collected from the internet, mislabeled by non-specialist annotators, or even specialists in a challenging task, such as in the medical field. Although deep learning models have shown significant improvements in different domains, an open issue is their ability to memorize noisy labels during training, reducing their generalization potential. As deep learning models depend on correctly labeled data sets and label correctness is difficult to guarantee, it is crucial to consider the presence of noisy labels for deep learning training. Several approaches have been proposed in the literature to improve the training of deep learning models in the presence of noisy labels. This paper presents a survey on the main techniques in literature, in which we classify the algorithm in the following groups: robust losses, sample weighting, sample selection, meta-learning, and combined approaches. We also present the commonly used experimental setup, data sets, and results of the state-of-the-art models.","2377-5416","978-1-7281-9274-1","10.1109/SIBGRAPI51738.2020.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9266015","noisy labels;deep learning;survey","Noise measurement;Training;Symmetric matrices;Labeling;Deep learning;Task analysis;Predictive models","","42","","65","IEEE","25 Nov 2020","7-10 Nov. 2020","7-10 Nov. 2020","IEEE","IEEE Conferences"
"DCBT-Net: Training Deep Convolutional Neural Networks With Extremely Noisy Labels","B. Olimov; J. Kim; A. Paul","School of Computer Science and Engineering, Kyungpook National University, Daegu, South Korea; School of Computer Science and Engineering, Kyungpook National University, Daegu, South Korea; School of Computer Science and Engineering, Kyungpook National University, Daegu, South Korea",IEEE Access,"16 Dec 2020","2020","8","","220482","220495","Obtaining data with correct labels is crucial to attain the state-of-the-art performance of Convolutional Neural Network (CNN) models. However, labeling datasets is significantly time-consuming and expensive process because it requires expert knowledge in a particular domain. Therefore, real-life datasets often exhibit incorrect labels due to the involvement of nonexperts in the data-labeling process. Consequently, there are many cases of incorrectly labeled data in the wild. Although the issue of poorly labeled datasets has been studied, the existing methods are complex and difficult to reproduce. Thus, in this study, we proposed a simpler algorithm called “Deep Clean Before Training Net” (DCBT-Net) that is based on cleaning wrongly labeled data points using the information from eigenvalues of the Laplacian matrix obtained from similarities between the data samples. The cleaned data were trained using deep CNN (DCNN) to attain the state-of-the-art results. This system achieved better performance than the existing approaches. In conducted experiments, the performance of the DCBT-Net was tested on three commercially available datasets, namely, Modified National Institute of Standards and Technology (MNIST) database of handwritten digits, Canadian Institute for Advanced Research (CIFAR) and WebVision1000 datasets. The proposed method achieved better results when assessed using several evaluation metrics compared with the existing state-of-the-art methods. Specifically, the DCBT-Net attained an average 15%, 20%, and 3% increase in accuracy score using MNIST database, CIFAR-10 dataset, and WebVision dataset, respectively. Also, the proposed approach demonstrated better results in specificity, sensitivity, positive predictive value, and negative predictive value evaluation metrics.","2169-3536","","10.1109/ACCESS.2020.3041873","BK21 Four project (AI driven Convergence Software Education Research Program); Ministry of Education, School of Computer Science and Engineering, Kyungpook National University, South Korea(grant numbers:4199990214394); National Research Foundation of Korea(grant numbers:2020R1A2C1012196); “HPC Support” Project; ‘Ministry of Science and ICT’ and NIPA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9276394","Clustering;deep convolutional neural networks;eigenvalues and eigenvectors;image classification;noisy (corrupted) labels","Training;Noise measurement;Data models;Computational modeling;Labeling;Convolutional neural networks;Neural networks","","13","","38","CCBY","2 Dec 2020","2020","","IEEE","IEEE Journals"
"Federated Learning in the Sky: Aerial-Ground Air Quality Sensing Framework With UAV Swarms","Y. Liu; J. Nie; X. Li; S. H. Ahmed; W. Y. B. Lim; C. Miao","School of Data Science and Technology, Heilongjiang University, Harbin, China; Energy Research Institute, Interdisciplinary Graduate Programme, School of Computer Science and Engineering, Nanyang Technological University, Singapore; Energy Research Institute, Nanyang Technological University, Singapore; Department of Computer Science, Georgia Southern University, Statesboro, GA, USA; Alibaba Group and Alibaba-NTU Joint Research Institute, Nanyang Technological University, Singapore; School of Computer Science and Engineering and the Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly, Nanyang Technological University, Singapore",IEEE Internet of Things Journal,"4 Jun 2021","2021","8","12","9827","9837","Due to air quality significantly affects human health, it is becoming increasingly important to accurately and timely predict the air quality index (AQI). To this end, this article proposes a new federated learning (FL)-based aerial-ground air quality sensing framework for fine-grained 3-D air quality monitoring and forecasting. Specifically, in the air, this framework leverages a lightweight Dense-MobileNet model to achieve energy-efficient end-to-end learning from haze features of haze images taken by unmanned aerial vehicles (UAVs) for predicting AQI scale distribution. Furthermore, the FL framework not only allows various organizations or institutions to collaboratively learn a well-trained global model to monitor AQI without compromising privacy but also expands the scope of UAV swarms monitoring. For ground sensing systems, we propose a graph convolutional neural network-based long short-term memory (GC-LSTM) model to achieve accurate, real time, and future AQI inference. The GC-LSTM model utilizes the topological structure of the ground monitoring station to capture the spatiotemporal correlation of historical observation data, which helps the aerial-ground sensing system to achieve accurate AQI inference. Through extensive case studies on a real-world data set, numerical results show that the proposed framework can achieve accurate and energy-efficient AQI sensing without compromising the privacy of raw data.","2327-4662","","10.1109/JIOT.2020.3021006","Young Innovation Talents Project in Higher Education of Guangdong Province, China(grant numbers:2018KQNCX333); Joint NTU-WeBank Research Centre on FinTech NTU, Singapore(grant numbers:NWJ-2020-004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9184079","Aerial-ground sensing framework;air quality index (AQI);computer vision;federated learning (FL);unmanned aerial vehicle (UAV)","Monitoring;Sensors;Atmospheric modeling;Air quality;Data models;Unmanned aerial vehicles;Three-dimensional displays","","179","","44","IEEE","1 Sep 2020","15 June15, 2021","","IEEE","IEEE Journals"
"Building Decentralized Image Classifiers with Federated Learning","J. T. Raj","Backend, Orcablue.ai, Bangalore, India",2020 IEEE Region 10 Symposium (TENSYMP),"2 Nov 2020","2020","","","489","494","The commercial use of neural networks has been greatly curbed by data privacy concerns. As long as the accumulation and use of private data is regarded necessary for integrating neural networks into products, consumers will be reluctant to use or allow access to any deep learning integrated product and producers will be equally deterred from leveraging deep learning for performance improvement. Federated learning was first introduced as a solution to this conundrum in a 2016 paper published by Google titled Communication-Efficient Learning of Deep Networks from Decentralized Data [1]. In this study, we examine how the performance of a decentralized image classifier compares to that of a centralized one. The performance of an image classifier trained across ten devices was compared to a model built with the same architecture but trained centrally on one corpus of training data. The outcome demonstrates that the decentralized model compares quite well to the centrally trained classifier in terms of accuracy, precision and recall.","2642-6102","978-1-7281-7366-5","10.1109/TENSYMP50017.2020.9230771","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230771","convolutional neural network;federated learning;distributed computing;decentralization;image classification;computer vision","Data models;Training;Neural networks;Computational modeling;Dogs;Cats;Collaborative work","","9","","25","IEEE","2 Nov 2020","5-7 June 2020","5-7 June 2020","IEEE","IEEE Conferences"
"Deep Learning Classification with Noisy Labels","G. SANCHEZ; V. GUIS; R. MARXER; F. BOUCHARA","CNRS, LIS, Université de Toulon, Aix Marseille Univ, Marseille, France; CNRS, LIS, Université de Toulon, Aix Marseille Univ, Marseille, France; CNRS, LIS, Université de Toulon, Aix Marseille Univ, Marseille, France; CNRS, LIS, Université de Toulon, Aix Marseille Univ, Marseille, France",2020 IEEE International Conference on Multimedia & Expo Workshops (ICMEW),"9 Jun 2020","2020","","","1","6","Deep Learning systems have shown tremendous accuracy in image classification, at the cost of big image datasets. Collecting such amounts of data can lead to labelling errors in the training set. Indexing multimedia content for retrieval, classification or recommendation can involve tagging or classification based on multiple criteria. In our case, we train face recognition systems for actors identification with a closed set of identities while being exposed to a significant number of perturbators (actors unknown to our database). Face classifiers are known to be sensitive to label noise. We review recent works on how to manage noisy annotations when training deep learning classifiers, independently from our interest in face recognition.","","978-1-7281-1485-9","10.1109/ICMEW46912.2020.9105992","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9105992","image classifier;noisy dataset;label noise;noisy training","Training;Deep learning;Costs;Face recognition;Tagging;Multimedia databases;Noise measurement","","2","","24","IEEE","9 Jun 2020","6-10 July 2020","6-10 July 2020","IEEE","IEEE Conferences"
"Weakly Supervised Deep Learning Approach in Streaming Environments","M. Pratama; A. Ashfahani; A. Hady","School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore",2019 IEEE International Conference on Big Data (Big Data),"24 Feb 2020","2019","","","1195","1202","The feasibility of existing data stream algorithms is often hindered by the weakly supervised condition of data streams. A self-evolving deep neural network, namely Parsimonious Network (ParsNet), is proposed as a solution to various weakly-supervised data stream problems. A self-labelling strategy with hedge (SLASH) is proposed in which its auto-correction mechanism copes with the accumulation of mistakes significantly affecting the model’s generalization. ParsNet is developed from a closed-loop configuration of the self-evolving generative and discriminative training processes exploiting shared parameters in which its structure flexibly grows and shrinks to overcome the issue of concept drift with/without labels. The numerical evaluation has been performed under two challenging problems, namely sporadic access to ground truth and infinitely delayed access to the ground truth. Our numerical study shows the advantage of ParsNet with a substantial margin from its counterparts in the high-dimensional data streams and infinite delay simulation protocol. To support the reproducible research initiative, the source code of ParsNet along with supplementary materials are made available at https://bit.ly/2qNW7p4.","","978-1-7281-0858-2","10.1109/BigData47090.2019.9006285","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9006285","semi-supervised learning;deep learning;incremental learning;data streams;concept drifts","Delays;Labeling;Noise measurement;Numerical models;Probability density function;Machine learning;Data models","","16","","25","IEEE","24 Feb 2020","9-12 Dec. 2019","9-12 Dec. 2019","IEEE","IEEE Conferences"
"Training Liver Vessel Segmentation Deep Neural Networks on Noisy Labels from Contrast CT Imaging","M. Xu; Y. Wang; Y. Chi; X. Hua","Alibaba Group, Hangzhou, China; Alibaba Group, Hangzhou, China; Alibaba Group, Hangzhou, China; Alibaba Group, Hangzhou, China",2020 IEEE 17th International Symposium on Biomedical Imaging (ISBI),"22 May 2020","2020","","","1552","1555","Liver vessel segmentation from contrast CT images is critical in liver surgical planning and navigation. Due to the complex vessel systems, manual segmentation of liver vessel is laborious and error-prone. In this work we propose liver vessel segmentation deep neural networks that are able to perform the segmentation automatically. Dense image labeling incurred by normal deep learning based segmentation makes it impractical for vessel segmentation. On the contrary, our method only requires a few of initial voxel-level labels, and thus tremendously reduces the workload of manual annotating. A small number of liver vessels are firstly annotated and used to train a sparse dictionary and logistic regressor to get the preliminary vessel predictions. Then the proposed deep neural network is trained based on bootstrapping technique where the training target is a convex combination of the model predictions and those preliminary vessel predictions. Followed by the post-processing step consisting of region connection and noisy removal, the liver vessel tree is finally built from model predictions. Experimental results of 3DIRCADb dataset show that our method can effectively extract liver vessel trees from contrast CT images with minimum annotations. The state-of-art results have been achieved on this small dataset with the average dice and sensitivity 0.687 ± 0.041 and 0.786 ± 0.105 respectively.","1945-8452","978-1-5386-9330-8","10.1109/ISBI45749.2020.9098509","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9098509","Liver vessel segmentation;noisy label;deep learning;Contrast enhanced CT;dictionary learning","Liver;Image segmentation;Noise measurement;Training;Computed tomography;Machine learning;Dictionaries","","20","","12","IEEE","22 May 2020","3-7 April 2020","3-7 April 2020","IEEE","IEEE Conferences"
"A Decision-Based Dynamic Ensemble Selection Method for Concept Drift","R. A. S. Albuquerque; A. F. J. Costa; E. Miranda dos Santos; R. Sabourin; R. Giusti","Federal University of Amazonas, Manaus, Brazil; Federal Institute of Amazonas, Manaus, Brazil; Federal University of Amazonas, Manaus, Brazil; École de Technologie Supérieure, Montreal, Canada; Federal University of Amazonas, Manaus, Brazil",2019 IEEE 31st International Conference on Tools with Artificial Intelligence (ICTAI),"13 Feb 2020","2019","","","1132","1139","We propose an online method for concept drift detection based on dynamic classifier ensemble selection. The proposed method generates a pool of ensembles by promoting diversity among classifier members and chooses expert ensembles according to global prequential accuracy values. Unlike current dynamic ensemble selection approaches that use only local knowledge to select the most competent ensemble for each instance, our method focuses on selection taking into account the decision space. Consequently, it is well adapted to the context of drift detection in data stream problems. The results of the experiments show that the proposed method attained the highest detection precision and the lowest number of false alarms, besides competitive classification accuracy rates, in artificial datasets representing different types of drifts. Moreover, it outperformed baselines in different real-problem datasets in terms of classification accuracy.","2375-0197","978-1-7281-3798-8","10.1109/ICTAI.2019.00158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8995320","concept drift;dynamic ensemble selection","Accuracy;Concept drift;Detectors;Delays;Artificial intelligence","","6","","11","IEEE","13 Feb 2020","4-6 Nov. 2019","4-6 Nov. 2019","IEEE","IEEE Conferences"
